Geneid,mDC1,mDC2,IL7R+CCR7-DC,IL7R+CCR7+DC,IL7R-CCR7+DC
HCG27,27,22,19,24,31
HLA-C,94525,76841,76768,96752,61556
HLA-B,168593,131720,121211,138715,99598
MICA,283,319,224,308,286
MICB,366,412,232,320,195
MCCD1,3,2,2,2,1
DDX39B,4847,4644,3769,2473,3508
ATP6V1G2-DDX39B,1972,1862,1478,884,1429
ATP6V1G2,59,41,32,21,53
NFKBIL1,361,407,276,193,295
LTA,4,0,34,7,16
TNF,964,345,479,1097,555
LTB,1413,307,1297,95,345
LST1,6434,6036,5116,1405,2160
NCR3,1,4,9,0,1
AIF1,5086,7939,3010,718,2264
PRRC2A,4983,4022,2729,2407,2858
BAG6,1919,1837,1275,1071,1138
APOM,375,360,269,232,144
C6orf47,490,591,372,374,399
GPANK1,758,718,669,486,569
CSNK2B,1052,887,758,562,606
XXbac-BPG32J3.22,975,851,711,528,547
LY6G5B,105,99,94,66,91
LY6G5C,24,28,21,1,10
ABHD16A,486,454,310,218,333
XXbac-BPG32J3.20,404,382,261,168,274
LY6G6E,0,0,0,0,15
C6orf25,159,128,92,66,73
LY6G6C,2,1,2,0,1
DDAH2,960,1105,706,529,757
CLIC1,3866,5017,2775,946,2210
MSH5,245,155,166,53,138
MSH5-SAPCD1,298,202,174,71,164
SAPCD1,162,115,87,40,83
VWA7,5,8,12,20,0
VARS,1760,1356,803,485,594
LSM2,70,68,82,51,72
HSPA1L,114,95,65,42,57
HSPA1A,74996,79397,62712,35564,39110
HSPA1B,125579,120956,115411,60155,65421
C6orf48,562,501,377,304,386
NEU1,938,721,832,365,479
SLC44A4,2,0,3,1,6
EHMT2,973,610,646,356,759
C2,3,1,31,32,41
ZBTB12,11,15,2,4,21
XXbac-BPG116M5.17,22,14,45,139,121
CFB,22,15,25,118,96
NELFE,817,899,645,491,615
SKIV2L,601,501,458,412,438
DXO,164,145,140,86,179
STK19,256,316,249,180,320
C4A,12,43,386,101,204
AL645922.1,0,0,0,3,21
C4B,39,36,987,175,364
CYP21A2,0,0,2,6,69
TNXB,10,9,13,18,209
ATF6B,2094,1644,1231,887,1039
FKBPL,13,18,14,7,38
PRRT1,27,32,23,5,41
PPT2,94,79,54,27,139
PPT2-EGFL8,680,507,302,141,339
EGFL8,197,87,145,49,164
AGPAT1,749,715,321,170,257
RNF5,287,341,199,200,191
AGER,499,524,276,243,306
PBX2,3176,2894,1678,1193,1760
GPSM3,2948,3076,1994,1010,1533
NOTCH4,108,95,161,60,465
C6orf10,4,7,0,0,1
BTNL2,6,5,3,6,1
HLA-DRA,59016,69633,34028,32015,27957
HLA-DRB5,83351,97685,44024,36190,38474
HLA-DRB1,92992,106644,49266,40674,40992
HLA-DQA1,37031,33727,16512,16276,14993
HLA-DQB1,39244,39653,18827,15765,16520
HLA-DQA2,3683,4501,2257,1776,1660
HLA-DQB2,1704,1373,1916,3744,1176
HLA-DOB,1294,578,671,740,309
XXbac-BPG246D15.9,7723,4126,3603,4821,3077
TAP2,7793,4181,3429,4860,3332
PSMB8,2662,2282,1553,1193,1515
PSMB9,1520,1283,928,518,688
TAP1,4510,3316,3111,2287,2184
HLA-DMB,36318,34505,12222,7500,14639
XXbac-BPG181M17.5,10046,10577,3771,2008,3869
HLA-DMA,4494,4709,1698,1303,2012
BRD2,24248,18195,15312,15560,15078
HLA-DOA,5852,6277,3172,2971,2687
HLA-DPA1,72170,82416,34127,29489,31400
HLA-DPB1,97621,110793,43917,38791,41881
COL11A2,54,61,68,31,60
RXRB,404,414,312,252,316
SLC39A7,962,1191,1232,825,845
HSD17B8,35,10,9,6,14
RING1,562,477,641,345,420
VPS52,590,611,389,436,495
RPS18,16700,16860,12577,6727,8254
B3GALT4,69,78,69,66,88
WDR46,1734,1684,1360,740,986
PFDN6,763,758,601,358,435
RGL2,1136,1079,778,487,942
TAPBP,1220,817,789,1267,789
ZBTB22,254,222,189,164,107
DAXX,4222,3372,2560,2311,2282
KIFC1,352,160,482,176,161
PHF1,485,344,659,233,344
CUTA,265,239,386,95,216
SYNGAP1,126,117,675,523,412
ZBTB9,12,8,18,22,13
BAK1,102,139,115,80,83
ITPR3,158,31,493,409,1043
UQCC2,370,312,407,142,325
IP6K3,0,2,0,0,0
LEMD2,651,556,602,546,525
MLN,0,0,2,0,1
GRM4,0,1,0,0,0
HMGA1,3239,2155,1424,1413,1445
C6orf1,28,45,46,12,34
NUDT3,2255,2515,1376,1839,1590
RPS10-NUDT3,10948,11548,8595,5445,6080
RPS10,9960,10360,8015,4743,5395
PACSIN1,23,14,224,60,737
SPDEF,0,0,0,4,0
C6orf106,987,1072,1113,1739,928
SNRPC,675,688,649,568,526
UHRF1BP1,1109,905,821,1151,664
TAF11,692,894,586,400,427
ANKS1A,1638,2128,658,935,1136
TCP11,2,0,0,0,0
SCUBE3,7,0,6,0,8
ZNF76,699,438,645,502,449
DEF6,8916,8628,7038,2178,4339
PPARD,640,910,553,328,662
FANCE,50,40,65,23,62
RPL10A,6910,6355,4964,2545,3454
TEAD3,4,14,0,6,2
TULP1,0,0,0,2,0
FKBP5,35334,44463,35413,51884,25834
ARMC12,11,11,4,7,24
LHFPL5,42,43,45,48,53
SRPK1,873,651,759,621,575
SLC26A8,0,1,9,10,0
MAPK14,348,379,281,140,204
MAPK13,22,35,102,19,30
BRPF3,236,227,404,382,277
C6orf222,12,5,4,44,0
ETV7,12,22,22,18,8
PXT1,0,0,5,0,0
KCTD20,756,718,555,472,600
STK38,2041,1894,1530,1694,1103
SRSF3,4886,4405,3822,2295,3482
CDKN1A,1274,2676,1839,4057,1867
RAB44,6,5,3,12,6
CPNE5,13,3,67,0,6
PPIL1,83,56,48,32,40
C6orf89,434,276,344,274,362
PI16,6,1,12,10,8
MTCH1,3066,2960,1961,1537,1492
FGD2,8471,7078,3276,4568,3358
PIM1,529,321,612,373,239
TMEM217,31,52,19,14,23
TBC1D22B,192,184,119,105,108
RNF8,1256,1140,1030,782,792
CMTR1,1239,954,954,746,925
CCDC167,244,198,305,387,144
MDGA1,2,1,92,29,62
ZFAND3,767,821,611,627,503
BTBD9,299,303,143,207,162
GLO1,709,1355,598,481,624
DNAH8,4,2,10,86,60
GLP1R,0,0,0,0,0
SAYSD1,149,135,120,91,80
KCNK5,0,0,42,124,52
KCNK17,230,137,160,11,254
KCNK16,0,2,0,0,0
KIF6,8,5,10,0,6
DAAM2,36,38,30,58,8
MOCS1,0,3,20,2,12
LRFN2,0,0,0,0,0
UNC5CL,42,34,41,14,34
OARD1,499,448,430,202,375
TSPO2,15,2,4,7,18
APOBEC2,2,0,1,0,0
NFYA,823,795,737,699,795
TREML1,0,4,6,283,87
TREM2,0,2,2,22,0
TREML2,1132,592,148,55,327
TREML4,2,2,2,4,5
TREM1,57,399,23,22,81
NCR2,0,0,0,0,3
FOXP4,93,53,112,40,89
MDFI,0,0,10,2,10
TFEB,1406,1548,826,864,723
PGC,0,0,2,3,0
FRS3,77,56,37,35,57
PRICKLE4,333,252,202,86,301
TOMM6,129,117,119,41,91
USP49,295,134,233,393,227
MED20,109,88,107,61,65
BYSL,142,120,77,56,83
CCND3,1442,1473,1226,592,746
TAF8,435,362,306,325,250
C6orf132,2,2,2,0,4
GUCA1A,0,0,0,0,0
GUCA1B,13,17,7,16,11
MRPS10,901,790,587,421,538
TRERF1,858,377,316,161,255
UBR2,2183,1485,1815,1618,1609
PRPH2,0,0,0,6,0
TBCC,547,440,575,264,461
GLTSCR1L,531,313,371,308,283
RPL7L1,835,739,734,578,610
C6orf226,6,22,2,10,0
PTCRA,0,0,0,0,17
CNPY3,5110,5476,2687,1209,2995
GNMT,19,23,8,7,10
PEX6,102,114,107,32,101
PPP2R5D,627,480,502,390,545
MEA1,2308,2276,1878,1255,1497
KLHDC3,668,763,649,345,499
RRP36,1104,1050,971,696,660
CUL7,514,419,434,361,385
KLC4,496,451,498,283,533
MRPL2,163,137,120,93,116
PTK7,92,81,153,84,226
SRF,1535,1069,871,657,656
CUL9,958,684,762,773,669
DNPH1,317,227,276,184,133
SLC22A7,0,1,0,0,0
CRIP3,38,20,5,0,0
ZNF318,1763,1330,1046,608,946
ABCC10,202,159,138,109,128
DLK2,74,41,41,23,44
TJAP1,1321,1077,921,780,724
LRRC73,0,2,0,0,0
POLR1C,246,117,143,60,202
YIPF3,654,694,572,284,429
XPO5,279,231,243,170,190
POLH,104,81,116,62,86
GTPBP2,1025,925,882,947,782
MAD2L1BP,38,48,37,24,48
RSPH9,27,45,13,26,36
MRPS18A,356,371,356,250,308
VEGFA,2357,7700,5880,5571,3809
C6orf223,11,27,37,78,28
MRPL14,103,97,108,116,74
TMEM63B,263,236,224,456,225
CAPN11,1,0,6,0,0
RP1-302G2.5,4,0,2,0,2
SLC29A1,33,22,50,33,40
HSP90AB1,100061,79128,82744,45495,55890
SLC35B2,290,233,243,191,172
NFKBIE,2537,2056,1719,1759,1545
TMEM151B,17,32,28,42,32
RP11-444E17.6,18,32,28,30,34
TCTE1,3,0,0,0,0
AARS2,305,277,269,223,274
CDC5L,2211,1915,1778,1525,1553
SUPT3H,73,76,78,123,125
AL161905.1,19,28,33,44,41
RUNX2,1603,1495,1859,1308,1693
CLIC5,17,12,207,19,44
ENPP4,275,237,136,255,187
ENPP5,0,21,11,12,4
RCAN2,0,2,4,0,0
CYP39A1,0,0,0,0,4
SLC25A27,16,5,74,15,115
TDRD6,11,6,37,78,14
PLA2G7,188,164,581,1002,334
ANKRD66,8,4,5,0,0
MEP1A,23,6,8,0,0
ADGRF5,2,6,8,146,1060
ADGRF1,0,0,0,0,0
TNFRSF21,502,320,390,128,221
CD2AP,1688,798,1619,965,1035
ADGRF2,0,0,0,0,0
OPN5,0,0,0,0,0
PTCHD4,0,0,0,2,0
MUT,251,241,240,154,214
CENPQ,130,116,104,68,132
C6orf141,0,0,0,0,5
RHAG,0,0,6,0,6
CRISP3,0,0,0,0,2
RP11-397G17.1,0,0,1,1,0
TFAP2D,0,0,0,0,0
TFAP2B,0,0,4,0,0
PKHD1,0,0,2,0,2
IL17A,0,0,4,0,0
IL17F,0,2,14,0,0
MCM3,1434,1009,1384,468,1048
PAQR8,126,92,60,2,52
EFHC1,84,50,118,41,124
TRAM2,84,57,459,78,152
TMEM14A,154,6,79,18,22
GSTA4,0,0,10,2,68
ICK,243,173,213,184,148
FBXO9,1003,881,613,371,557
GCM1,0,0,0,4,2
ELOVL5,1916,1698,1528,743,1002
GCLC,3413,2584,1749,1817,1314
KLHL31,8,8,6,0,8
LRRC1,98,23,93,44,46
MLIP,2,2,0,0,0
FAM83B,0,0,1,0,0
HCRTR2,4,2,2,0,0
HMGCLL1,0,0,0,0,0
BMP5,0,1,0,0,2
COL21A1,0,0,2,3,6
DST,14596,6506,3985,3414,5012
BEND6,186,168,74,29,57
KIAA1586,130,110,137,59,90
ZNF451,1974,1017,1229,1045,1098
BAG2,124,35,67,62,49
RAB23,78,19,51,62,62
PRIM2,52,42,42,17,40
KHDRBS2,10,11,38,8,74
FKBP1C,0,2,0,0,2
LGSN,0,0,2,0,0
PTP4A1,1908,1222,1325,704,841
PHF3,4971,2818,4431,4433,3601
EYS,10,5,1,3,6
ADGRB3,0,0,2,0,4
LMBRD1,594,694,491,616,439
COL19A1,26,8,26,39,12
COL9A1,0,0,0,0,2
FAM135A,915,393,406,845,417
SDHAF4,54,51,45,41,32
SMAP1,478,431,490,304,320
B3GAT2,102,82,127,76,61
OGFRL1,2402,2975,2221,5426,2639
RIMS1,0,0,0,0,0
KCNQ5,10,0,122,2,16
RP11-257K9.8,0,0,1,1,0
KHDC1L,0,0,0,1,0
KHDC1,6,0,4,0,0
KHDC3L,0,0,0,0,0
OOEP,21,16,22,11,9
DDX43,112,96,97,108,108
MB21D1,141,113,80,73,81
MTO1,389,344,317,212,250
EEF1A1,142091,133577,120093,115423,92806
SLC17A5,18,34,42,17,34
CD109,15,15,55,11,61
COL12A1,0,28,2,6,10
COX7A2,368,311,275,160,146
TMEM30A,1273,659,955,976,765
FILIP1,5,3,4,9,11
SENP6,3916,2230,2931,1788,2292
MYO6,15,8,130,88,448
HTR1B,0,0,0,0,0
IRAK1BP1,461,169,319,291,220
PHIP,6762,2545,4741,5263,3793
HMGN3,1397,1037,1155,1405,1164
LCA5,4,4,30,6,42
SH3BGRL2,16,0,8,12,19
ELOVL4,0,0,2,4,0
TTK,28,14,55,14,16
BCKDHB,88,42,68,12,64
FAM46A,969,1111,649,483,619
IBTK,825,551,616,509,414
TPBG,0,2,2,5,46
UBE3D,16,9,14,11,24
DOPEY1,613,225,312,274,290
AL139333.1,0,0,0,1,0
PGM3,181,88,195,88,179
RWDD2A,32,38,46,44,38
ME1,0,8,20,51,16
PRSS35,0,0,0,0,0
SNAP91,0,0,10,0,0
CYB5R4,1965,1405,1065,849,870
MRAP2,0,0,0,6,0
CEP162,572,290,454,222,393
TBX18,0,0,0,0,0
NT5E,9,13,31,53,54
SNX14,1069,841,837,1129,784
RP11-321N4.5,1653,1509,1135,874,876
SYNCRIP,8551,7882,5813,4499,4531
ZNF292,2964,1477,2870,2897,2173
GJB7,34,18,16,20,12
SMIM8,114,42,59,53,67
C6orf163,21,15,27,15,49
CFAP206,0,0,1,3,4
RP3-382I10.7,66,66,55,54,68
SLC35A1,69,70,48,54,77
RARS2,435,357,345,344,272
ORC3,125,84,160,120,111
AKIRIN2,1786,1459,923,725,855
CNR1,0,0,0,6,4
RNGTT,98,81,121,89,93
PNRC1,3116,2826,3446,6732,3215
SRSF12,5,2,12,126,8
PM20D2,288,134,246,264,196
GABRR1,0,0,0,0,0
GABRR2,41,4,17,16,25
UBE2J1,3548,1900,2316,919,1534
RRAGD,790,452,744,625,399
ANKRD6,392,201,425,157,128
LYRM2,342,261,401,210,165
MDN1,6083,3158,4708,1776,4026
CASP8AP2,1711,634,1358,1022,838
GJA10,0,2,0,0,0
BACH2,93,60,336,202,124
MAP3K7,1156,762,1062,671,646
EPHA7,0,36,2,20,72
MANEA,50,23,166,32,78
FUT9,0,0,0,0,0
UFL1,1021,671,734,606,753
GPR63,2,0,4,0,2
NDUFAF4,68,76,80,25,37
KLHL32,4,0,4,1,2
MMS22L,94,60,109,64,60
POU3F2,0,0,0,8,0
FBXL4,56,32,44,36,58
FAXC,0,2,0,0,2
COQ3,14,30,22,14,14
PNISR,28102,20880,27489,26232,24732
USP45,193,62,109,137,80
TSTD3,8,17,8,10,13
CCNC,807,621,749,491,668
SIM1,0,0,0,0,0
ASCC3,1141,620,849,669,555
HACE1,172,86,120,75,130
LIN28B,0,0,0,0,0
BVES,0,0,6,2,0
POPDC3,2,0,0,0,0
PREP,285,214,252,137,137
ATG5,396,332,359,269,323
PRDM1,607,1187,1051,1136,775
AL022067.1,212,197,160,136,154
AIM1,4033,2549,2891,3531,1770
RTN4IP1,49,59,43,20,43
QRSL1,552,457,336,104,283
CD24,2,2,0,0,8
C6orf203,101,128,109,61,59
BEND3,31,20,18,38,14
PDSS2,159,140,98,60,109
SOBP,2,0,0,16,2
SCML4,31,23,275,18,42
SEC63,5237,4500,5583,2564,3554
OSTM1,374,272,304,134,150
SNX3,16902,8820,4952,2562,4940
LACE1,129,86,54,40,63
FOXO3,313,392,537,846,443
ARMC2,10,7,26,20,21
SESN1,1432,1020,1886,3003,1244
CEP57L1,116,45,150,83,180
CD164,4002,2778,2438,1266,1948
PPIL6,88,48,62,47,31
SMPD2,190,107,161,85,80
MICAL1,13597,9893,7049,8982,6300
ZBTB24,784,568,625,783,461
AK9,225,122,309,74,175
FIG4,345,281,232,190,223
WASF1,16,15,49,20,49
CDC40,1394,943,870,653,805
METTL24,0,0,6,0,0
DDO,22,72,23,13,19
SLC22A16,0,0,7,0,3
CDK19,514,352,364,232,281
AMD1,1246,815,829,596,708
GTF3C6,774,796,661,442,443
RPF2,273,233,189,78,176
SLC16A10,12,11,22,10,8
MFSD4B,95,128,66,56,80
REV3L,949,595,730,380,386
TRAF3IP2,89,83,161,21,95
FYN,3753,3897,3797,1657,1953
TUBE1,255,193,302,52,166
FAM229B,3,4,9,4,6
LAMA4,22,16,20,34,60
RFPL4B,0,2,0,0,0
MARCKS,336,461,1436,7554,1511
HDAC2,2613,2226,2046,1629,1886
HS3ST5,1,0,0,0,0
FRK,0,2,2,76,43
NT5DC1,255,306,286,276,204
COL10A1,17,7,6,8,6
TSPYL4,250,174,549,197,264
DSE,5776,4397,3168,2322,2641
TSPYL1,1443,1011,1755,811,1268
FAM26F,1281,1398,580,264,604
TRAPPC3L,0,0,0,0,4
FAM26E,2,0,0,1,8
RWDD1,1494,1525,1324,702,951
RSPH4A,11,11,8,10,33
ZUFSP,1268,727,716,662,522
KPNA5,221,130,212,139,154
GPRC6A,0,3,0,0,0
RFX6,0,0,0,0,0
VGLL2,0,0,0,2,2
ROS1,0,0,0,0,0
RP1-179P9.3,213,142,158,103,105
DCBLD1,497,349,307,203,245
GOPC,698,456,442,342,332
NUS1,346,329,417,284,209
SLC35F1,2,0,0,0,0
CEP85L,509,375,505,240,338
PLN,4,5,4,5,1
MCM9,727,652,484,286,351
ASF1A,170,142,98,65,85
FAM184A,12,12,80,48,78
MAN1A1,2442,2205,2082,1053,1552
TBC1D32,81,36,117,86,89
GJA1,12,55,10,40,24
HSF2,216,139,170,53,139
SERINC1,2273,2163,2169,1727,2307
PKIB,1392,2198,1422,339,590
SMPDL3A,2,2,16,29,1
TRDN,0,8,0,0,2
NKAIN2,8,0,2,0,4
RNF217,148,195,90,78,113
TPD52L1,12,9,38,52,36
HDDC2,449,291,350,108,277
HEY2,0,0,18,0,0
NCOA7,2037,905,2018,1277,1371
HINT3,304,217,217,148,154
TRMT11,120,78,140,51,86
CENPW,75,68,93,67,37
RSPO3,2,0,0,2,2
RNF146,401,284,294,282,258
ECHDC1,2404,1565,1284,311,929
RP3-403A15.5,12,10,28,4,6
KIAA0408,0,0,8,0,0
SOGA3,10,10,21,4,6
THEMIS,0,0,63,10,18
PTPRK,2,6,32,59,85
LAMA2,8,9,12,6,14
ARHGAP18,2158,1619,1636,445,1091
TMEM244,0,0,0,2,0
L3MBTL3,1035,439,907,1084,820
SAMD3,2,2,453,27,36
TMEM200A,0,0,10,2,32
EPB41L2,5221,4718,4024,3761,2743
AKAP7,210,167,172,45,108
ARG1,0,0,2,0,0
MED23,389,256,289,195,281
ENPP3,11,2,6,0,8
OR2A4,5,0,10,2,0
CTAGE9,0,0,2,0,0
ENPP1,121,6,77,10,10
CTGF,14,10,39,73,125
MOXD1,3,0,60,26,11
STX7,3107,2604,1511,1173,1514
TAAR8,0,0,0,0,0
TAAR5,0,0,0,0,6
VNN1,172,176,84,76,138
VNN3,0,8,0,4,2
VNN2,162,93,54,38,81
SLC18B1,134,117,54,13,83
RPS12,6391,6091,5646,3613,3435
EYA4,0,2,4,186,58
TCF21,0,0,0,4,0
TBPL1,96,66,56,55,49
SLC2A12,9,0,4,2,4
SGK1,18798,22333,8073,5119,8819
ALDH8A1,18,20,33,9,16
HBS1L,583,409,678,555,484
MYB,229,49,959,832,644
AHI1,860,248,941,315,412
PDE7B,52,31,45,35,43
MTFR2,42,11,20,12,22
BCLAF1,12622,7880,10615,7631,9700
MAP7,76,348,617,130,422
MAP3K5,2043,1319,1117,446,1007
PEX7,26,12,16,8,7
SLC35D3,0,0,2,0,4
IL20RA,0,0,4,0,0
IL22RA2,1029,144,551,81,98
IFNGR1,7741,4910,4659,5398,3504
TNFAIP3,75856,76583,74628,64450,45483
PERP,7,0,46,4,30
ARFGEF3,2,5,46,2,10
HEBP2,1001,1047,816,191,569
NHSL1,309,354,358,568,318
GVQW2,9,2,8,4,0
CCDC28A,553,408,383,212,340
ECT2L,2,1,5,5,9
REPS1,988,618,705,435,612
ABRACL,1068,838,816,222,434
HECA,1279,1059,1148,622,778
TXLNB,188,212,333,84,138
CITED2,1225,1372,4278,511,1103
VTA1,707,547,520,408,406
ADGRG6,241,68,56,112,192
HIVEP2,4728,3244,3456,6425,2943
AIG1,361,330,293,195,215
ADAT2,149,77,111,29,110
PEX3,68,46,69,52,59
FUCA2,472,388,380,91,187
PHACTR2,758,510,758,549,383
RP3-468K18.5,740,469,567,359,349
LTV1,3702,2499,2563,1392,1900
RP3-468K18.7,1188,831,844,478,661
ZC2HC1B,2,0,0,0,0
PLAGL1,532,339,427,846,330
SF3B5,161,158,182,106,124
STX11,1328,1617,780,741,705
UTRN,14258,5784,6925,2331,4574
EPM2A,54,53,75,26,71
AL023806.1,0,2,18,9,4
FBXO30,295,145,175,311,175
SHPRH,1093,484,655,517,609
GRM1,2,0,4,0,0
RAB32,612,571,191,124,255
ADGB,10,2,0,2,6
STXBP5,325,224,321,125,157
SAMD5,0,0,0,0,2
SASH1,6,10,59,116,244
UST,508,503,230,100,191
TAB2,3686,2875,2362,2626,1742
SUMO4,10,10,10,12,5
ZC3H12D,288,256,91,346,243
PPIL4,2471,2109,2084,1427,1730
GINM1,647,425,356,379,433
KATNA1,595,363,352,264,282
LATS1,512,318,279,223,205
AL358852.1,28,12,12,0,7
NUP43,88,64,55,34,42
PCMT1,940,1002,907,475,613
LRP11,0,19,27,15,11
RAET1E,0,0,16,6,4
RAET1G,0,0,2,0,2
ULBP2,7,0,2,13,4
ULBP1,15,10,14,46,17
ULBP3,8,1,5,0,4
PPP1R14C,0,0,4,27,16
PLEKHG1,32,50,60,558,646
MTHFD1L,619,341,334,201,341
AKAP12,1038,1673,1751,1823,4831
ZBTB2,135,142,152,62,77
RMND1,112,99,77,85,73
ARMT1,448,351,361,387,387
CCDC170,86,96,48,32,32
ESR1,6,6,32,17,26
SYNE1,286,192,959,394,1156
MYCT1,2,2,10,20,115
VIP,0,0,0,0,15
FBXO5,75,54,89,80,102
MTRF1L,806,786,598,468,767
RGS17,4,0,4,2,4
OPRM1,36,51,17,0,13
IPCEF1,290,411,281,13,148
CNKSR3,12,6,78,357,129
SCAF8,1771,1342,1501,1634,1177
TIAM2,543,472,511,625,484
TFB1M,71,46,57,34,44
CLDN20,3,2,0,0,10
ARID1B,4316,2783,2698,3736,2482
TMEM242,68,84,104,54,111
ZDHHC14,246,190,377,542,435
SNX9,2044,1453,1431,1569,1143
SYNJ2,212,186,200,98,133
SERAC1,103,75,71,87,93
GTF2H5,69,66,40,46,70
TULP4,157,67,114,133,103
TMEM181,206,167,241,133,249
DYNLT1,576,522,363,274,369
SYTL3,3061,3457,3172,721,1321
EZR,28126,21403,25456,12660,13855
RSPH3,654,827,313,199,409
TAGAP,2423,2841,1401,323,1094
FNDC1,1,0,0,0,1
SOD2,3708,4119,3330,14914,5105
WTAP,1674,1546,1552,2709,1362
ACAT2,370,359,469,568,319
TCP1,2491,1883,2010,1343,1740
MRPL18,718,533,408,227,319
PNLDC1,11,7,8,0,0
MAS1,0,2,12,14,6
IGF2R,1541,737,1226,1454,1476
SLC22A1,2,0,2,4,2
SLC22A2,0,0,2,0,0
LPA,0,0,4,0,0
MAP3K4,1032,611,645,238,415
AGPAT4,61,87,149,67,141
PARK2,7,23,10,6,11
PACRG,0,0,0,0,4
QKI,2376,2361,1521,2039,1660
PDE10A,0,0,0,2,16
PRR18,0,2,2,0,0
SFT2D1,171,179,141,137,149
MPC1,1073,1169,831,612,695
RPS6KA2,305,157,354,566,666
RP11-514O12.4,2921,2686,1478,273,1239
RNASET2,10268,8814,4882,1015,4050
FGFR1OP,717,345,560,318,423
CCR6,371,305,345,329,194
TCP10L2,2,0,0,0,0
GPR31,24,2,6,2,6
UNC93A,0,0,0,0,0
TTLL2,0,0,1,0,0
MLLT4,1725,1121,1994,6318,2431
KIF25,0,2,10,4,0
FRMD1,0,0,0,0,38
SMOC2,0,0,0,0,0
THBS2,4,2,6,0,0
WDR27,320,310,201,128,253
C6orf120,132,155,150,113,102
PHF10,1857,1721,1180,993,1648
TCTE3,48,52,45,40,35
ERMARD,410,262,288,253,186
DLL1,13,22,934,64,60
FAM120B,656,462,505,317,318
PSMB1,810,897,832,565,559
TBP,286,294,179,153,203
PDCD2,521,437,357,314,361
FAM20C,318,371,134,136,213
PDGFA,12,8,53,241,184
PRKAR1B,86,78,59,45,165
DNAAF5,75,54,61,35,35
SUN1,766,717,545,324,802
GET4,329,335,233,146,215
ADAP1,295,584,140,77,194
COX19,515,835,342,214,483
CYP2W1,12,0,2,0,4
C7orf50,3522,3856,2287,894,1707
GPR146,60,118,38,20,24
GPER1,521,499,176,65,194
ZFAND2A,516,446,333,233,284
MICALL2,22,10,56,59,116
INTS1,1082,711,659,600,747
MAFK,471,400,340,182,361
TMEM184A,78,70,60,16,72
PSMG3,141,173,406,77,118
ELFN1,2,0,8,6,6
MAD1L1,3612,3462,1983,1540,1894
MRM2,762,698,440,248,310
NUDT1,440,557,330,105,319
SNX8,901,869,623,562,599
EIF3B,2763,2510,2121,1535,1903
CHST12,325,202,194,118,244
LFNG,264,206,93,26,69
BRAT1,318,231,209,175,182
IQCE,1576,442,528,336,495
TTYH3,706,688,542,640,413
AMZ1,32,29,25,17,28
GNA12,1705,1537,1107,1621,1098
CARD11,7182,1133,4750,705,2974
SDK1,80,2,4,23,111
FOXK1,486,404,394,511,385
AP5Z1,333,310,282,231,243
RADIL,0,3,2,0,0
RBAK-RBAKDN,187,99,167,161,120
RBAK,664,342,600,502,542
WIPI2,550,487,531,730,418
SLC29A4,2,4,2,7,2
TNRC18,6427,5545,4101,5032,3868
FBXL18,25,21,21,17,10
ACTB,91128,72058,50970,86640,41162
FSCN1,263,198,760,4737,1037
RNF216,1369,1135,989,957,817
OCM,0,6,0,0,2
CCZ1,375,425,274,201,255
RSPH10B,21,23,9,11,31
PMS2,227,183,153,105,150
AIMP2,399,461,256,169,212
EIF2AK1,2193,2098,1706,1107,1305
ANKRD61,3,2,1,0,0
USP42,483,432,393,420,403
CYTH3,148,143,234,126,150
FAM220A,182,96,109,68,73
RAC1,3091,3428,2191,2872,2001
DAGLB,463,437,320,243,279
KDELR2,189,249,241,154,162
GRID2IP,5,1,6,0,15
ZDHHC4,108,92,82,44,46
C7orf26,241,177,184,107,128
ZNF853,68,19,148,24,85
ZNF316,1525,843,1001,461,917
ZNF12,156,115,155,71,106
RSPH10B2,169,171,140,92,152
CCZ1B,4111,4088,2863,1902,2542
C1GALT1,407,278,404,218,222
COL28A1,0,2,2,0,8
MIOS,868,700,573,210,395
RPA3,234,188,229,116,159
UMAD1,233,145,214,121,137
GLCCI1,28,16,212,33,57
ICA1,90,146,170,41,387
NXPH1,0,0,0,0,0
NDUFA4,153,134,110,32,106
PHF14,1734,1239,1342,759,1229
THSD7A,0,4,0,6,43
TMEM106B,0,12,163,70,125
VWDE,2,0,22,2,14
SCIN,2,0,20,28,10
ARL4A,547,732,837,369,708
ETV1,2,9,0,2,2
DGKB,0,3,0,0,0
MEOX2,0,4,0,0,0
ISPD,6,2,13,0,0
SOSTDC1,0,0,1,0,0
ANKMY2,212,131,241,193,176
BZW2,641,486,448,505,384
TSPAN13,139,5,162,270,161
AGR2,0,0,2,0,2
AHR,5966,5917,3066,2157,2731
RP11-507K12.1,4911,4816,2460,1768,2142
SNX13,1019,724,731,356,513
HDAC9,2484,495,731,174,536
TWIST1,12,30,12,37,42
TWISTNB,446,316,464,187,318
MACC1,139,16,255,87,83
ITGB8,0,4,9,42,4
ABCB5,0,0,120,4,0
SP8,0,0,0,0,0
SP4,60,41,69,84,86
DNAH11,25,36,46,252,33
CDCA7L,345,205,337,104,332
RAPGEF5,2,0,57,81,409
STEAP1B,1,0,5,1,5
IL6,19,13,20,68,67
TOMM7,1161,1036,892,408,485
FAM126A,284,294,214,123,174
KLHL7,160,128,174,97,90
NUPL2,745,549,390,174,346
GPNMB,32,16,50,156,23
MALSU1,105,102,109,197,100
IGF2BP3,6,6,16,38,14
