"","Ctr_1","Ctr_2","Ctr_3","Ctr_4","Ctr_5","PAMP_1","PAMP_2","PAMP_3","PAMP_4","PAMP_5","PAMP_6"
"TIAL1",745,389,302,576,471,474,220,515,275,290,263
"BAG3",823,406,601,1033,876,791,405,493,215,332,287
"INPP5F",809,634,462,578,549,261,254,253,204,207,203
"MCMBP",343,267,194,267,359,486,208,330,140,308,251
"SEC23IP",1034,683,747,692,703,1185,683,1130,593,797,694
"WDR11",787,569,612,442,619,857,442,734,403,482,546
"ATE1",183,94,122,82,114,111,120,212,119,73,125
"NSMCE4A",244,191,135,213,270,274,283,322,149,218,214
"PLEKHA1",247,223,152,174,226,257,188,270,144,239,166
"CUZD1",40,16,11,13,6,7,9,1,11,6,15
"FAM24B",125,62,76,62,65,45,33,38,25,41,34
"C10orf88",152,52,30,88,97,67,28,78,28,47,59
"PSTK",73,50,34,33,70,68,64,47,46,51,50
"IKZF5",130,146,89,71,108,153,120,154,125,101,152
"ACADSB",85,41,41,61,61,137,94,61,42,52,114
"BUB3",317,211,250,218,278,495,298,576,263,353,237
"CHST15",132,154,254,379,289,141,113,156,22,56,47
"OAT",112,126,58,88,64,48,30,73,25,45,86
"LHPP",6,34,6,34,1,24,2,8,13,24,0
"FAM53B",542,463,401,401,339,100,52,87,53,68,66
"ZRANB1",544,384,382,332,403,768,482,592,337,480,536
"CTBP2",788,541,416,433,433,902,614,692,539,674,686
"EDRF1",372,278,192,177,300,492,227,403,190,389,342
"MMP21",0,0,1,2,25,0,61,61,30,3,8
"UROS",166,205,216,192,133,134,104,173,92,78,88
"BCCIP",1814,1646,1543,1196,1596,1846,1279,1508,1019,1125,1171
"DHX32",278,150,194,188,265,185,89,153,85,77,80
"DOCK1",343,335,296,267,222,416,273,505,188,325,425
"PTPRE",13474,8359,9615,11853,11009,976,571,673,363,518,458
"MKI67",489,176,600,644,728,75,204,215,8,52,83
"MGMT",22,2,18,5,21,5,4,10,0,0,7
"GLRX3",377,239,205,273,323,422,220,263,127,243,255
"PPP2R2D",684,418,409,430,603,802,465,711,326,496,528
"BNIP3",179,99,60,107,79,270,170,331,188,278,221
"JAKMIP3",11,22,60,0,81,27,0,34,15,0,0
"STK32C",88,77,47,37,47,54,49,60,46,57,68
"LRRC27",100,117,89,48,75,150,79,107,65,101,140
"PWWP2B",56,36,32,64,21,34,74,132,68,29,84
"INPP5A",41,6,22,28,44,5,18,30,0,22,4
"CFAP46",444,152,141,257,187,4394,3214,3691,2970,3028,2888
"ADAM8",335,195,204,215,263,606,648,671,290,447,661
"TUBGCP2",1173,781,618,762,892,860,514,763,422,647,549
"ZNF511",78,55,23,33,58,49,64,48,34,65,66
"ZNF511-PRAP1",45,26,9,7,41,23,12,63,23,42,41
"FUOM",54,21,39,45,30,13,16,30,15,5,12
"ECHS1",242,118,94,118,107,208,136,185,143,156,178
"PAOX",48,18,22,65,36,222,304,388,110,212,152
"MTG1",314,251,247,261,268,722,543,803,294,578,536
"SPRN",8,16,10,5,49,65,162,248,45,93,74
"BET1L",158,101,115,86,121,139,68,119,55,74,99
"RIC8A",671,324,322,509,458,783,478,497,258,447,493
"SIRT3",75,57,46,110,82,78,15,18,29,9,12
"PSMD13",1337,861,638,693,1025,1412,1014,987,681,1079,1033
"IFITM2",1,4,11,0,0,15,126,33,14,42,34
"IFITM1",12,3,0,0,0,205,238,185,111,285,285
"IFITM3",26,8,0,0,0,565,322,490,258,465,468
"ANO9",16,19,9,21,68,11,37,18,4,13,10
"PTDSS2",71,41,14,39,51,24,51,38,24,57,32
"RNH1",995,741,447,578,667,545,429,441,307,489,486
"HRAS",271,272,105,114,155,263,178,165,172,210,370
"LRRC56",9,1,0,13,15,40,15,5,0,0,0
"RASSF7",39,0,3,33,74,11,23,9,0,9,9
"PHRF1",2951,1688,1696,1607,1926,3713,2567,3337,1782,2694,2887
"IRF7",203,72,81,60,140,841,576,712,406,646,670
"DEAF1",130,67,54,59,54,66,33,49,49,60,44
"EPS8L2",16,21,15,20,4,113,26,65,58,55,53
"TMEM80",30,74,41,59,35,26,24,40,11,12,48
"TALDO1",9644,6102,5342,6019,6975,10967,8051,8979,5871,7548,7516
"SLC25A22",26,5,22,7,15,63,49,65,34,31,46
"PIDD1",70,16,13,44,36,18,0,26,0,9,19
"RPLP2",3550,2503,2085,2033,2738,2602,1938,2537,1400,2192,1950
"PNPLA2",196,84,80,108,124,133,104,106,69,118,74
"CD151",184,161,87,66,88,105,69,132,115,92,124
"POLR2L",256,223,183,132,158,167,161,133,136,149,120
"TSPAN4",19,21,3,0,0,3,9,3,11,42,16
"CHID1",97,49,15,58,25,24,57,39,46,49,52
"AP2A2",738,705,515,417,491,532,334,435,239,434,499
"MUC6",33,55,14,43,12,40,11,13,10,24,37
"TOLLIP",325,173,274,205,274,133,146,132,60,65,110
"MOB2",126,102,92,81,106,196,175,155,125,110,151
"CTSD",566,416,325,415,456,93,63,102,46,70,72
"SYT8",0,45,1,294,43,0,88,30,0,6,6
"TNNI2",275,287,274,256,261,4,22,9,0,13,15
"LSP1",51802,34690,32386,37454,40428,22681,17798,23026,11537,15521,17648
"TNNT3",28,16,30,30,63,25,23,9,0,9,9
"MRPL23",43,29,42,25,71,39,73,84,17,55,39
"IGF2",15,14,3,7,10,18,9,12,14,16,12
"ASCL2",196,336,107,184,9,134,0,125,87,67,1
"C11orf21",12,0,7,6,9,0,0,4,0,0,0
"CD81",80,24,40,15,23,138,95,121,85,130,129
"TSSC4",97,32,42,26,75,125,72,62,40,95,65
"CDKN1C",1,6,2,7,2,16,6,10,10,8,10
"PHLDA2",101,77,40,66,74,288,126,161,147,184,129
"NAP1L4",2472,1670,1223,1548,1733,3856,2122,2968,2029,2396,2544
"OSBPL5",98,45,6,42,48,44,11,82,24,70,68
"ZNF195",204,66,128,123,241,226,203,253,84,102,182
"CHRNA10",17,2,7,12,35,36,3,6,0,0,10
"NUP98",3080,1828,2084,1891,2417,2159,1538,2108,967,1480,1523
"PGAP2",51,11,52,62,36,85,68,38,7,25,46
"RHOG",488,248,194,265,176,465,203,319,210,312,384
"STIM1",303,317,222,208,169,293,216,164,103,242,293
"RRM1",559,458,341,277,325,236,172,256,143,263,232
"TRIM21",994,842,702,488,735,5155,3095,4408,2830,3854,3712
"TRIM68",128,67,27,41,45,111,32,60,44,65,137
"TRIM6",35,39,26,37,49,529,523,308,303,358,190
"TRIM6-TRIM34",200,169,135,105,91,892,916,874,644,1047,809
"TRIM34",195,165,126,97,84,813,815,823,610,949,795
"TRIM5",224,98,73,102,135,1146,962,885,619,763,1130
"TRIM22",841,437,507,469,619,15947,10430,12669,7436,11005,8966
"SMPD1",228,124,129,88,158,45,8,29,12,7,41
"APBB1",12,7,6,13,13,9,3,34,11,18,0
"TRIM3",346,119,122,64,162,216,106,132,100,211,162
"ARFIP2",797,402,285,306,407,538,302,516,421,451,397
"TIMM10B",920,461,575,479,491,415,363,449,267,359,303
"DNHD1",464,440,308,398,372,483,368,487,223,456,353
"RRP8",475,284,251,242,364,387,306,301,203,263,300
"ILK",1112,758,694,733,872,1805,1089,1578,795,1267,1154
"TAF10",943,583,540,540,743,1357,852,990,617,947,785
"TPP1",1774,1277,1066,1362,1422,851,731,926,412,690,710
"DCHS1",47,99,29,38,36,4,17,4,18,0,16
"MRPL17",143,135,126,123,128,346,171,333,207,172,172
"ZNF215",28,0,25,0,0,0,0,108,0,12,55
"PPFIBP2",73,77,64,102,41,129,178,130,77,112,118
"CYB5R2",3,0,0,0,5,162,9,51,82,28,37
"EIF3F",620,447,358,341,482,520,278,457,219,361,399
"TRIM66",152,182,101,82,189,146,71,130,69,136,87
"RPL27A",3345,2490,1761,2077,2382,2446,1930,2185,1546,1888,1923
"AKIP1",112,117,33,74,84,125,104,197,88,176,178
"TMEM9B",120,65,47,86,74,105,56,122,48,82,93
"NRIP3",388,179,337,465,367,275,171,191,63,109,85
"DENND5A",793,717,1067,997,1077,4484,3054,3851,1803,1863,2438
"TMEM41B",182,99,77,82,141,98,119,98,74,69,113
"IPO7",3589,2809,2435,2387,2932,4048,2744,3521,2058,2898,2605
"ZNF143",619,527,466,493,393,665,471,477,305,467,444
"WEE1",15,17,0,3,16,0,14,28,21,21,21
"SWAP70",8811,6636,5837,5715,5939,18175,13478,17569,9569,13816,14921
"SBF2",301,259,182,231,270,823,537,571,303,544,612
"ADM",191,104,72,79,178,232,95,109,93,123,113
"AMPD3",3275,1978,1961,2501,2625,7871,5068,7562,3480,5117,4917
"RNF141",504,226,295,266,430,894,509,808,353,466,629
"CTR9",3205,1915,1747,1682,1902,2216,1609,2343,1295,1669,2082
"EIF4G2",11095,6389,5473,5684,6666,8268,5764,6938,4097,6652,6800
"ZBED5",608,306,345,233,268,258,200,367,224,211,289
"GALNT18",57,39,5,22,35,0,0,5,0,6,0
"CSNK2A3",9,15,6,3,6,15,11,10,11,21,9
"USP47",2986,1832,1540,1442,1758,3225,2127,2556,1716,2535,2490
"DKK3",35,52,33,45,20,51,54,55,40,37,55
"MICAL2",7013,4448,4604,5535,4803,414,403,511,226,394,297
"TEAD1",1,3,0,19,0,1,16,3,6,4,0
"ARNTL",529,350,317,359,262,376,206,505,272,337,212
"BTBD10",529,378,247,282,514,549,606,788,448,565,526
"FAR1",1896,1140,959,1166,1349,865,577,853,431,646,686
"RRAS2",152,171,77,139,136,108,71,92,68,93,66
"COPB1",1870,1068,1002,1109,1380,2476,1649,2358,1352,1681,1669
"PSMA1",500,230,211,255,411,510,421,405,274,350,345
"PDE3B",341,185,122,114,173,109,32,33,34,117,33
"CYP2R1",98,47,63,16,24,77,10,49,16,68,58
"SOX6",395,334,231,319,391,389,322,322,175,266,305
"C11orf58",6352,4037,3785,3721,4113,5851,4191,5245,2997,4244,4631
"PLEKHA7",29,18,33,29,13,10,29,0,9,13,0
"RPS13",464,219,232,274,279,356,230,338,202,280,200
"PIK3C2A",987,683,700,545,813,921,837,805,521,611,743
"NUCB2",642,438,595,545,632,1865,1339,1416,794,955,944
"NCR3LG1",319,260,303,367,506,254,134,158,48,75,100
"KCNJ11",94,43,69,63,64,32,0,15,19,3,1
"SERGEF",0,18,22,2,2,49,30,0,27,7,1
"TPH1",1,0,92,9,3,151,0,55,34,1,18
"SAAL1",125,81,27,62,101,58,119,101,92,104,77
"SAA2",30,5,5,0,3,0,0,0,7,2,2
"HPS5",725,404,316,353,489,465,444,523,308,376,519
"GTF2H1",1211,581,641,527,796,1054,669,783,482,613,824
"LDHA",3212,2391,1943,1804,2530,7829,6020,6820,4073,6316,5950
"TSG101",650,405,435,431,598,649,433,449,245,302,441
"UEVLD",364,377,332,256,335,274,303,417,143,221,413
"SPTY2D1",2529,1571,1466,1548,1536,1865,1321,1302,885,1474,1123
"ZDHHC13",76,90,56,88,105,173,130,103,46,138,89
"NAV2",281,115,200,228,380,105,47,107,37,57,27
"HTATIP2",1999,1250,1213,1161,1503,1425,955,1291,738,946,1005
"PRMT3",418,392,128,151,178,52,50,45,62,132,74
"FANCF",22,15,9,21,5,38,8,60,37,27,19
"SVIP",49,24,23,32,20,36,13,40,16,20,40
"LUZP2",0,0,0,0,6,0,0,0,0,6,2
"CCDC34",20,17,12,14,16,28,27,22,6,34,38
"LIN7C",130,198,143,129,68,195,100,86,117,72,125
"METTL15",52,78,51,21,41,75,33,72,45,92,43
"ARL14EP",487,278,343,254,317,427,396,371,206,370,315
"DNAJC24",151,121,109,72,110,198,110,120,92,108,147
"IMMP1L",14,1,13,36,5,9,40,32,4,22,9
"ELP4",0,6,16,8,14,35,13,20,2,16,8
"RCN1",1481,908,1198,1020,1443,5444,3903,4953,2317,3204,2954
"EIF3M",658,321,374,331,501,591,467,608,306,497,380
"CCDC73",50,20,23,7,19,56,16,14,43,18,25
"PRRG4",50,8,47,20,9,159,79,66,55,68,67
"QSER1",176,93,172,45,141,50,114,105,57,72,61
"DEPDC7",23,0,23,4,14,21,16,13,11,12,3
"TCP11L1",423,310,313,357,328,829,615,573,423,455,453
"CSTF3",819,526,614,741,821,2504,1749,2123,1037,1306,1411
"HIPK3",1207,681,818,876,862,1938,1131,1658,794,1020,1270
"CD59",386,196,158,179,254,1299,743,1032,568,950,996
"FBXO3",238,122,105,148,170,173,120,172,87,129,129
"LMO2",29,42,15,33,14,69,51,96,55,86,67
"CAPRIN1",3279,1920,1760,1767,1977,3399,2530,3111,1910,2902,2478
"NAT10",1378,900,864,862,772,1355,803,1337,714,1014,982
"ABTB2",598,310,489,430,590,7008,5251,6665,3060,4389,4334
"CAT",174,279,181,81,245,168,111,262,70,154,234
"EHF",1343,832,993,895,1389,8024,5770,7651,3351,4864,4881
"APIP",83,79,60,85,51,116,120,161,64,113,126
"PDHX",491,288,234,258,349,876,486,691,382,573,666
"CD44",3364,2075,2443,2530,3163,32748,20986,27037,13838,18399,17317
"SLC1A2",38,19,25,22,60,920,358,593,291,356,377
"TRIM44",997,906,674,584,523,1493,1247,1529,1066,1363,1490
"LDLRAD3",3,0,8,2,0,183,25,72,43,53,63
"COMMD9",224,110,84,116,155,94,86,109,55,84,97
"PRR5L",7,5,7,3,2,24,26,12,19,19,15
"TRAF6",179,117,97,165,135,356,177,320,157,203,208
"RAG2",33,55,71,15,80,36,94,75,16,62,30
"API5",2445,1765,1758,1402,1700,2746,1970,1975,1392,1948,1730
"TTC17",1250,813,702,826,980,1399,999,1127,688,922,954
"HSD17B12",200,151,169,122,137,178,82,190,70,101,159
"ALKBH3",232,85,92,93,106,213,127,187,159,115,165
"C11orf96",0,2,0,0,0,40,17,23,18,26,15
"ACCS",78,69,33,52,74,149,67,89,78,74,90
"EXT2",243,104,126,86,96,212,162,238,134,188,234
"CD82",284,139,244,287,452,841,429,697,245,332,282
"TP53I11",99,123,122,115,101,45,57,58,38,19,43
"PRDM11",25,61,31,8,32,41,37,63,48,32,75
"SLC35C1",63,42,36,42,36,83,35,48,33,62,34
"CRY2",169,100,68,53,89,123,77,131,93,112,129
"PEX16",122,57,44,73,131,169,131,85,72,88,91
"PHF21A",435,301,231,246,193,220,222,325,163,231,332
"CREB3L1",12,35,20,14,24,29,12,21,27,6,10
"DGKZ",772,352,368,511,381,640,360,583,305,392,493
"MDK",1,17,0,11,0,22,3,10,0,32,53
"AMBRA1",345,197,161,237,209,642,471,758,416,475,515
"HARBI1",77,46,39,81,57,146,103,61,35,100,69
"ATG13",447,237,227,290,279,503,361,442,246,355,375
"ARHGAP1",205,86,110,79,191,354,174,334,148,213,214
"ZNF408",100,115,58,72,46,95,34,95,33,73,127
"CKAP5",1552,1307,950,1219,1032,1201,1007,1195,671,958,1085
"ARFGAP2",1006,696,579,654,790,1243,843,1133,635,878,866
"PACSIN3",8,3,0,0,0,11,19,22,16,33,14
"DDB2",152,57,91,87,99,222,143,207,67,142,179
"ACP2",211,75,88,147,144,468,335,410,155,304,360
"NR1H3",93,28,78,92,64,428,198,326,69,200,204
"MADD",1100,698,480,578,681,979,566,792,549,696,781
"MYBPC3",181,178,110,145,195,99,34,121,32,42,119
"SPI1",9764,5732,4639,4994,5284,4038,3587,4473,2454,3650,4678
"SLC39A13",446,361,239,288,296,327,251,299,153,295,326
"PSMC3",3638,2678,2171,2042,2495,4788,3270,3814,2746,3295,3555
"RAPSN",2,4,9,13,0,35,2,1,13,0,0
"CELF1",1127,746,633,723,891,2229,1164,1676,1042,1128,1472
"NDUFS3",331,160,149,302,273,225,177,338,102,177,183
"PTPMT1",190,114,77,149,188,167,163,305,91,148,197
"KBTBD4",117,58,70,65,118,106,68,126,51,59,76
"MTCH2",260,134,149,136,153,226,111,202,125,107,164
"FNBP4",5254,3767,3518,3448,4124,10566,6791,9905,5713,6746,6958
"NUP160",361,231,212,238,284,683,401,654,270,505,470
"PTPRJ",2626,1930,2177,1888,2483,4922,3435,4537,2042,3085,3112
"TNKS1BP1",1243,1014,550,695,688,878,993,923,991,817,917
"SSRP1",4808,3244,2568,2452,2595,2771,2287,2694,1833,2465,2667
"PRG2",61,4,17,28,23,4,7,8,0,15,1
"SLC43A3",1640,1081,1018,1269,1274,3052,2506,3127,1629,2217,2124
"TIMM10",352,180,165,274,220,245,196,152,115,177,124
"SMTNL1",0,0,0,0,0,4079,7741,3317,2688,7352,1974
"UBE2L6",14,83,38,0,59,1062,818,355,679,956,972
"SERPING1",76,6,6,0,25,220,254,120,200,346,330
"YPEL4",239,214,26,81,32,20,0,0,24,4,1
"CLP1",227,140,166,195,150,381,186,229,115,169,224
"ZDHHC5",1352,927,873,942,907,1291,1124,1262,784,930,999
"MED19",268,189,125,170,164,378,268,336,221,303,284
"TMX2",421,160,138,195,258,179,142,189,82,197,159
"CTNND1",1443,958,940,806,1137,878,493,807,448,607,514
"LPXN",2026,1262,1002,1327,1432,470,239,352,242,267,278
"ZFP91",3488,2192,2118,2001,2256,3236,2168,2822,1653,2306,2362
"ZFP91-CNTF",2779,1768,1662,1600,1861,2641,1810,2216,1361,1817,1942
"FAM111B",6,0,5,0,5,7,4,19,9,3,9
"FAM111A",598,444,438,476,516,1383,938,1408,744,863,851
"DTX4",42,21,15,21,46,378,426,270,249,237,310
"MPEG1",465,299,189,192,235,239,142,207,166,259,255
"OSBP",1231,687,937,762,1094,2972,2117,3079,1414,1700,1855
"PATL1",790,643,558,446,526,1888,1145,1791,887,1529,1511
"STX3",1087,645,695,634,920,661,525,707,359,473,455
"MRPL16",364,168,214,192,298,424,366,448,256,311,254
"MS4A2",3,0,0,0,0,0,16,0,1,5,55
"MS4A4A",0,10,4,5,0,0,0,0,1,1,5
"MS4A7",32,36,36,57,51,70,41,59,20,30,35
"MS4A14",120,34,64,105,117,104,84,101,28,45,84
"MS4A1",164,0,49,15,426,83,13,14,14,1,19
"CCDC86",134,92,91,64,110,126,192,84,31,149,142
"PRPF19",510,315,317,297,304,304,222,197,116,210,245
"TMEM109",500,186,179,168,221,20,33,25,40,26,17
"TMEM132A",343,163,221,226,331,43,5,16,16,2,15
"SLC15A3",418,517,459,541,676,154,130,74,22,112,75
"CD6",81,26,70,75,54,25,20,29,14,10,8
"CD5",157,93,311,263,190,22,19,46,7,15,9
"VPS37C",977,498,506,601,544,528,279,379,260,262,366
"DDB1",2987,1984,1938,2041,2128,1979,1425,1712,890,1404,1405
"TKFC",138,48,86,85,106,116,54,74,18,65,63
"CYB561A3",209,142,160,110,141,87,25,36,17,33,66
"TMEM138",268,203,118,118,231,96,35,43,26,55,76
"TMEM216",13,20,13,0,7,5,0,0,3,7,7
"CPSF7",808,537,468,596,719,919,778,698,499,520,612
"SDHAF2",303,128,211,164,151,389,284,253,129,248,278
"PPP1R32",28,4,0,17,10,7,27,20,18,24,20
"DAGLA",905,485,733,859,820,110,58,88,26,28,52
"MYRF",68,41,41,6,20,39,6,36,24,29,39
"TMEM258",62,51,43,87,38,191,56,102,60,60,85
"FEN1",320,258,242,179,299,411,302,287,199,240,289
"FADS2",1741,954,912,770,1003,1768,1539,1694,1213,1344,1654
"FADS1",3951,2080,2385,2026,2495,5772,3769,4713,2639,3673,4329
"FADS3",722,320,291,297,271,588,373,495,310,470,621
"BEST1",56508,34110,32077,30909,35414,81094,54688,66583,40431,58459,60613
"FTH1",64707,38963,36088,34635,39476,91734,60964,72951,50264,64696,64407
"INCENP",833,566,447,408,519,685,673,631,398,562,799
"ASRGL1",15,18,36,34,24,17,11,3,0,0,20
"SCGB1A1",23,14,24,23,18,7,8,36,13,0,10
"AHNAK",16003,9967,10180,10826,12489,22358,15513,21123,11761,14653,13551
"EEF1G",8631,6135,4462,4737,6159,6144,4603,5116,3627,4929,4668
"TUT1",120,87,88,69,67,179,151,102,86,165,93
"MTA2",871,646,422,570,679,776,496,524,350,511,575
"EML3",349,211,140,198,255,227,140,271,118,176,221
"ROM1",29,10,39,12,27,48,7,34,5,26,6
"B3GAT3",68,87,44,45,59,83,76,52,70,89,36
"GANAB",1166,632,505,771,879,1210,621,1031,503,768,789
"INTS5",44,42,48,13,27,129,39,28,20,83,40
"C11orf98",2124,1461,977,1149,1383,1616,1003,1482,945,1359,1257
"LBHD1",2192,1477,1031,1194,1502,1740,1080,1645,964,1459,1338
"UQCC3",70,86,62,47,101,153,74,90,36,92,102
"UBXN1",8371,5370,4583,4519,4909,6921,4798,5837,3809,5218,5626
"BSCL2",63,22,33,77,37,75,87,49,34,28,53
"HNRNPUL2-BSCL2",7794,5076,4327,4479,5079,8103,5527,7140,4281,5879,6393
"GNG3",3,10,12,5,9,16,1,3,0,0,12
"HNRNPUL2",8272,5354,4545,4682,5378,8466,5759,7386,4435,6221,6671
"TTC9C",117,64,61,113,104,104,96,171,44,77,106
"ZBTB3",21,1,6,0,41,13,102,2,39,0,14
"POLR2G",325,159,110,121,188,131,71,99,78,95,123
"TAF6L",119,126,80,78,146,151,137,102,100,75,117
"TMEM223",16,17,33,0,36,46,3,49,6,18,30
"TMEM179B",34,27,20,5,27,54,12,29,20,33,34
"NXF1",2071,1015,1058,888,1061,1521,907,1238,785,970,1317
"STX5",356,300,251,210,280,417,254,339,227,305,247
"WDR74",392,366,310,239,299,403,306,426,281,280,326
"SLC3A2",7183,4919,4581,4026,5078,3565,2198,2846,1691,2548,2415
"ATL3",586,336,298,227,447,1574,712,1073,650,950,1087
"RTN3",301,163,189,211,172,332,295,334,179,256,252
"MARK2",507,264,228,380,329,393,249,474,223,321,251
"NAA40",118,41,45,47,44,83,71,92,74,53,94
"COX8A",85,24,13,43,32,8,23,23,25,20,7
"OTUB1",936,568,566,481,520,977,754,860,517,810,815
"STIP1",5160,2844,3013,2886,2899,4449,2864,3323,2187,2732,3204
"FERMT3",8000,3955,4352,5161,6146,4082,2898,3292,1565,2415,2975
"TRPT1",38,16,37,3,10,23,0,18,12,3,12
"NUDT22",90,72,28,77,44,57,5,20,22,4,43
"DNAJC4",75,61,107,26,74,49,12,13,11,12,19
"VEGFB",201,152,105,232,106,25,60,48,17,30,52
"FKBP2",1642,1101,935,1058,1578,1844,1804,2044,980,1640,1425
"PPP1R14B",905,541,522,475,512,1320,1031,1050,693,1124,941
"PLCB3",2854,1439,1278,1545,1900,1913,1333,1748,936,1357,1617
"BAD",54,65,46,22,30,44,27,91,24,42,102
"GPR137",89,106,64,78,89,123,52,115,32,76,124
"ESRRA",415,393,312,316,499,268,208,296,147,152,216
"TRMT112",677,404,436,422,394,581,543,486,383,395,418
"PRDX5",733,677,463,438,700,385,354,395,185,370,380
"CCDC88B",1148,838,1137,896,1263,2219,1974,2735,1249,1299,1550
"RPS6KA4",77,109,33,67,35,259,129,207,123,242,272
"NRXN2",39,21,88,49,104,736,332,525,131,173,187
"RASGRP2",11,8,43,45,33,257,128,248,71,64,88
"PYGM",9,5,15,0,5,5,18,5,5,9,8
"SF1",3357,1831,1772,1785,1947,2917,2076,2731,1443,2295,2512
"MAP4K2",17,3,17,8,16,16,22,32,5,9,24
"MEN1",106,39,46,56,82,111,125,124,39,98,121
"CDC42BPG",2,3,0,0,0,20,7,16,12,10,14
"EHD1",1163,591,683,816,807,11208,7514,9315,4577,6731,7943
"ATG2A",626,257,208,461,385,156,52,137,39,85,121
"PPP2R5B",25,11,15,13,15,65,78,50,38,71,32
"BATF2",0,3,0,0,0,116,111,189,103,82,156
"ARL2",63,84,80,42,53,94,111,109,66,64,125
"ARL2-SNX15",120,94,127,60,92,175,207,297,103,189,206
"SNX15",77,14,59,28,56,155,118,216,38,128,119
"SAC3D1",22,13,19,7,4,37,23,8,17,16,32
"CDCA5",4,0,11,0,0,25,0,18,0,10,8
"ZFPL1",154,67,57,58,43,123,90,153,109,106,157
"TMEM262",95,72,60,37,30,82,117,163,109,103,166
"VPS51",159,53,49,105,81,177,106,181,109,107,134
"TM7SF2",14,17,0,15,11,4,12,5,5,9,9
"ZNHIT2",0,17,0,21,4,20,20,0,1,11,4
"FAU",2776,1935,1561,1644,2103,2371,1880,1936,1386,1583,1852
"SYVN1",1075,561,620,611,864,1144,739,852,531,593,734
"MRPL49",456,176,271,199,394,477,330,523,246,356,246
"CAPN1",168,79,60,85,83,522,428,520,297,421,523
"POLA2",66,94,85,55,46,130,123,118,56,104,141
"DPF2",397,284,178,261,255,347,318,330,210,315,327
"SLC25A45",58,4,11,0,28,28,16,36,35,37,29
"FRMD8",123,106,95,99,135,370,207,263,134,173,245
"SCYL1",529,331,359,355,358,769,415,502,249,507,443
"LTBP3",41,51,33,31,27,22,31,34,9,46,33
"EHBP1L1",7112,6228,5198,5783,5570,29386,20383,25859,12444,20046,23395
"MAP3K11",748,299,381,537,447,816,534,612,321,378,598
"PCNX3",413,199,204,147,208,348,283,394,237,294,389
"SIPA1",155,113,63,121,130,85,66,38,55,47,40
"RELA",1371,754,744,865,1051,3816,2346,3376,1611,2362,2750
"KAT5",511,276,359,356,329,760,500,767,369,459,514
"RNASEH2C",897,491,448,481,462,666,502,628,378,538,597
"AP5B1",193,85,76,130,144,194,161,156,88,137,140
"CFL1",5435,3498,2954,3197,3376,5700,4058,4699,2867,4277,4566
"SNX32",2813,1911,1466,1656,1759,2832,1940,2296,1464,2112,2299
"MUS81",282,239,233,171,199,309,185,291,145,232,227
"CTSW",20,0,49,149,1,0,0,3,0,0,0
"FIBP",174,58,51,90,139,192,202,190,137,135,137
"CCDC85B",25,24,0,8,9,31,64,60,82,53,44
"FOSL1",340,112,92,213,135,1009,530,728,484,696,663
"C11orf68",108,15,9,32,68,174,155,128,125,198,103
"DRAP1",1646,1204,635,815,873,2054,1365,1837,1296,1833,2016
"SART1",4637,3047,2413,2563,2802,4158,2729,3871,2380,3024,3614
"EIF1AD",256,149,133,233,163,207,198,312,131,195,165
"BANF1",369,296,264,221,271,297,203,230,146,214,208
"SF3B2",10640,6680,6574,6319,7267,13745,9324,10791,6882,8704,9610
"PACS1",1583,1219,922,1164,832,470,471,421,293,407,457
"KLC2",233,175,186,191,223,304,176,245,102,153,194
"RAB1B",687,442,430,336,456,569,317,498,278,392,424
"YIF1A",125,51,63,136,44,96,192,144,56,125,121
"RIN1",30,15,7,18,7,33,3,14,4,15,39
"BRMS1",1581,948,934,924,1143,1833,1212,1506,754,1330,1316
"MRPL11",167,79,105,73,145,169,162,159,91,119,126
"PELI3",43,22,74,41,74,51,103,53,7,44,28
"DPP3",589,266,354,322,308,590,415,515,296,362,469
"BBS1",83,22,75,124,46,236,251,221,84,118,145
"ZDHHC24",97,21,13,49,17,41,75,72,36,101,86
"CCS",320,294,172,280,170,220,197,131,96,221,178
"RBM14",458,275,191,329,263,337,190,392,183,298,255
"RBM14-RBM4",1419,790,742,804,1110,1651,973,1463,692,1171,1105
"RBM4",1261,650,694,677,1012,1590,937,1419,619,1073,1091
"RBM4B",182,128,80,147,163,273,130,267,134,176,168
"C11orf80",12,21,14,0,0,7,0,13,9,11,15
"RCE1",64,61,55,17,49,22,13,48,17,22,41
"PC",32,72,31,38,55,2,8,22,21,0,5
"KDM2A",3993,2319,2305,2402,2529,3789,2615,3402,1811,2711,2900
"GRK2",1294,827,689,570,584,533,521,582,416,579,579
"ANKRD13D",400,287,260,166,291,72,41,102,41,89,52
"SSH3",87,50,72,74,24,33,51,13,8,31,40
"RAD9A",46,57,17,56,68,136,52,185,99,71,90
"POLD4",310,199,122,333,313,114,90,222,67,106,87
"CLCF1",360,145,241,166,318,1149,614,960,534,550,568
"PPP1CA",459,307,288,404,391,410,304,327,159,275,225
"TBC1D10C",39,11,29,12,13,0,0,0,0,0,0
"RPS6KB2",400,273,120,325,304,258,237,95,170,101,207
"PTPRCAP",16,15,5,19,29,14,0,24,0,27,0
"CORO1B",572,352,429,266,405,581,351,678,296,439,457
"TMEM134",26,1,22,0,22,9,3,35,0,16,18
"AIP",690,479,510,511,536,650,614,516,234,490,535
"PITPNM1",375,327,223,244,308,417,264,316,174,284,356
